"Id" "date" "ff" "t" "td" "hu" "dd" "precip" "ws_arome" "p3031_arome" "u10_arome" "v10_arome" "t2m_arome" "d2m_arome" "r_arome" "tp_arome" "msl_arome" "rain" "rain_class"
"114" "22092001_283" "2016-10-10" 2.00791666666667 282.954583333333 280.739583333333 86.8208333333333 129.791666666667 0.2 1.59959642083333 139.86808375 -0.842852045 -0.659955625708333 281.1276025 277.711407916667 80.8139585833333 0 102226.086 0 "no_rain"
"115" "22092001_372" "2017-01-07" 2.5625 276.848333333333 275.578333333333 91.4375 262.208333333333 0 2.49793321666667 264.645920416667 2.09998597083333 0.203252432875 275.769149583333 274.56130375 91.6968141666667 0.021867882 103484.445 0 "no_rain"
"116" "22092001_657" "2017-10-19" 4.89875 285.889166666667 284.851666666667 93.6125 198.458333333333 12.9 5.35812701666667 187.126926654167 1.98936713625 3.93270411208333 286.44313875 284.925804166667 90.8269770416667 107.28607815 100071.445 5.8 "high_rain"
"117" "22092001_62" "2016-03-03" 6.2725 279.496666666667 277.701666666667 88.5166666666667 269.416666666667 2.8 5.9593259125 273.34093875 4.57418375 -1.22443457095833 279.74211125 277.633507916667 86.6257667083333 49.707477197 100200.32 6 "high_rain"
"118" "22092001_112" "2016-04-22" 3.93333333333333 284.634166666667 282.2475 86.4833333333333 279.583333333333 0 2.52076371416667 268.6418525 1.96614036358333 -0.54233893 284.232775416667 282.613825416667 90.196769625 19.19481293 101731.57 0.2 "low_rain"
"119" "22092001_59" "2016-02-29" 4.09166666666667 277.74875 273.03625 71.7333333333333 135.541666666667 0 3.52046082125 99.7634986916667 -1.12305972058333 -2.84032990833333 277.415954166667 273.765859583333 77.4830527083333 0 102277.94 3.8 "high_rain"
"120" "22092001_73" "2016-03-14" 5.61 277.89375 276.251666666667 89.5416666666666 49.7083333333333 0 4.37322699583333 48.70576525 -3.24521825416667 -2.81812283541667 278.172112916667 276.5770125 89.8083748333334 0.07603408193 102428.42 0.2 "low_rain"
"122" "22092001_114" "2016-04-24" 3.89333333333333 279.006666666667 274.4825 73.775 295.125 0 3.52551613333333 332.428267083333 1.22839534 -3.06036828583333 278.926689166667 274.978955 77.1126478333333 14.84068878 102189.05 0.4 "low_rain"
"123" "22092001_718" "2017-12-19" 2.36166666666667 277.059166666667 275.57375 90.5166666666667 202.083333333333 0 1.86213809708333 214.470812083333 1.2619868375 1.07099086208333 275.651759166667 275.134527916667 96.5465495416667 0.3993910075 103499.93 0 "no_rain"
"126" "22092001_56" "2016-02-26" 4.37375 276.827916666667 272.910416666667 75.9458333333333 148.666666666667 0 4.6329995625 154.775452958333 -1.795737347875 4.01111531416667 276.891722916667 274.540406666667 84.5215036666667 6.07690435842 100049.53 0 "no_rain"
"127" "22092001_234" "2016-08-22" 3.05666666666667 292.0975 286.750416666667 74.7583333333333 191.708333333333 0.2 2.74372722458333 189.525116666667 0.90219740125 2.39461133291667 290.935035416667 286.259093333333 76.787817 0.1275377607 102363.18 0 "no_rain"
"128" "22092001_463" "2017-04-08" 3.84791666666667 288.845833333333 281.317083333333 63.4125 140.083333333333 0 3.40299074583333 137.540613583333 -2.07965260583333 2.44614119208333 287.29113 281.870936666667 71.6046620416667 0 101879.07 0 "no_rain"
"129" "22092001_307" "2016-11-03" 2.66958333333333 279.322916666667 277.132916666667 86.275 172.833333333333 0.2 1.85199257333333 169.486915833333 -0.157193482291667 1.49490509833333 278.384494166667 274.855773333333 79.1470544583333 0.0039281372 101860.57 5.6 "high_rain"
"130" "22092001_475" "2017-04-20" 4.15166666666667 279.394166666667 272.475833333333 64.2875 62.4583333333333 0 3.2908106375 55.454343 -2.65200519625 -1.7540971375 279.247800833333 270.88158 58.4755760833333 0 103395.695 0 "no_rain"
"131" "22092001_568" "2017-07-22" 4.77583333333333 286.06125 284.00875 88.1541666666667 228.333333333333 3.4 4.62512085416667 221.432573333333 3.02190479583333 3.11799672291667 286.133542083333 284.220315833333 88.5463165416667 50.7822848198 100889.664 7.3 "high_rain"
"132" "22092001_37" "2016-02-07" 7.05541666666667 279.03125 277.520833333333 90.1875 236 8.3 7.529799225 236.473804583333 5.96518581666667 4.24370227916667 279.9299225 277.679195416667 85.7260925833333 89.8425858902 99712.03 14.1 "high_rain"
"133" "22092001_57" "2016-02-27" 7.61083333333333 275.994166666667 271.065416666667 70.2375 54.5416666666667 0 5.75596031666667 55.4014390416667 -4.31389857083333 -3.50740100135 276.085885 271.3506675 69.856139125 0 99983.22 0 "no_rain"
"134" "22092001_412" "2017-02-16" 1.67416666666667 281.042083333333 279.013333333333 88.4958333333333 217 0.4 1.27444716333333 211.965543041667 0.711640755416667 0.0323305741666667 279.63216625 278.236310833333 91.3540458333334 0.280095304 103020.29 0.2 "low_rain"
"135" "22092001_565" "2017-07-19" 5.26541666666667 290.930416666667 289.239583333333 90.1833333333333 215.541666666667 2.2 5.25205245416667 210.7201825 2.55319527083333 4.438933775 291.4297475 289.09521 86.8769735833333 10.1507695915 100557.84 0.8 "low_rain"
"136" "22092001_716" "2017-12-17" 4.18958333333333 280.03875 278.962916666667 92.9458333333333 269.291666666667 3 3.6714912 261.312742916667 3.42281949166667 0.563153951166667 279.8154825 278.797761666667 93.2779615833334 55.234014 102661.516 0.2 "low_rain"
"137" "22092001_26" "2016-01-27" 7.41458333333333 283.097916666667 282.48875 96.1416666666667 243.208333333333 26.2 7.50974790416667 237.165090416667 3.82447267916667 5.12157795416667 283.07480625 282.165487083333 94.0781450833333 309.71020451 101293.44 0 "no_rain"
"138" "22092001_391" "2017-01-26" 6.19708333333334 272.336666666667 269.345416666667 81.4958333333333 157.5 0 5.94768719166667 157.67472 -2.299688165 5.46606061666667 272.1628875 268.711903333333 76.8127044583333 0 100861.87 5.6 "high_rain"
"139" "22092001_205" "2016-07-24" 2.60333333333333 291.114583333333 288.675 86.7125 243.166666666667 0.2 2.52232922083333 239.853107083333 2.098001279 0.894080761666667 290.749289166667 287.637056666667 82.8366965416667 0.7711320807 102073.03 0 "no_rain"
"141" "22092001_13" "2016-01-14" 4.47291666666667 276.414166666667 274.900416666667 89.925 281.916666666667 2.8 4.17590544583333 288.543624166667 3.3146968125 -1.38669337558333 276.866655 274.545420833333 84.8402589583334 65.82366252 101088.29 3.6 "high_rain"
"142" "22092001_260" "2016-09-17" 4.77291666666667 286.48125 284.122916666667 86.325 327.291666666667 0.6 3.66361794583333 325.839092083333 1.9011255875 -3.0392139875 286.49535875 283.23105625 81.4957513333333 0.01064139826 102269.82 0 "no_rain"
"143" "22092001_471" "2017-04-16" 3.36125 282.321666666667 278.45625 78.1208333333333 319.875 0 2.74210347083333 320.605919583333 1.58972613375 -2.094016975 281.753519583333 278.061954166667 78.984591 0.0294265636 102552.56 0.2 "low_rain"
"144" "22092001_99" "2016-04-09" 4.35916666666667 278.711666666667 275.619583333333 82.2041666666667 241.166666666667 3.2 3.82900400416667 238.432085416667 2.49630467125 1.28475136708333 279.283677916667 274.750876666667 74.5516217916667 34.0635588154 100456.29 2 "low_rain"
"145" "22092001_63" "2016-03-04" 4.01041666666667 276.501666666667 275.345833333333 92.3458333333333 265.875 6 3.8062719625 263.87914625 3.30331639583333 0.450490083854167 276.579685 275.141786666667 90.567867375 75.318112564 99311.87 6.6 "high_rain"
"146" "22092001_652" "2017-10-14" 2.79958333333333 287.99375 285.38375 85.9833333333333 162.166666666667 0 2.98493162333333 168.262555333333 -0.577248806083333 2.58866051625 287.32314875 285.26990625 88.6977762916667 0.5064476812 102082.24 0 "no_rain"
"147" "22092001_145" "2016-05-25" 4.885 284.1925 281.677083333333 85.1375 56.2083333333333 0 4.04271182083333 51.5548162083333 -3.12657078333333 -2.44222461083333 284.5887 281.457467916667 82.0181449166667 2.353552978 101236.516 9.1 "high_rain"
"148" "22092001_19" "2016-01-20" 3.05541666666667 275.5175 275.507916666667 99.9083333333333 167.958333333333 0 2.5689558625 158.863752083333 -0.819028140416667 2.37757701083333 275.87366875 275.795990833333 99.457553125 2.747231216 101614.17 0 "no_rain"
"149" "22092001_206" "2016-07-25" 3.32541666666667 289.975833333333 286.00875 79.3041666666667 320.291666666667 0 2.78689398333333 318.639457083333 1.74102826375 -1.99541077666667 290.392569583333 285.844363333333 76.6070569583334 3.63895233263 102156.234 0 "no_rain"
"150" "22092001_559" "2017-07-13" 2.805 288.977916666667 285.704583333333 82.3625 243.5 0 2.47720535 248.912026927917 0.99984270375 -2.13061172916667 289.31612875 285.581841666667 79.8255805416667 0.6714114643 102073.14 0 "no_rain"
"151" "22092001_300" "2016-10-27" 1.15833333333333 282.06875 281.92375 99.05 114.916666666667 0.2 1.47297260041667 174.0572150875 -0.138107897958333 0.4628305180125 283.1052925 282.207878333333 94.5254735833333 1.598009384626 103363.35 0.2 "low_rain"
"152" "22092001_600" "2017-08-23" 3.0575 289.832916666667 286.15875 80.7791666666667 261.083333333333 0 2.64547675416667 276.462210191667 2.1062408925 -1.07813093529167 290.26119125 286.535789583333 80.0627864583333 0.0559670055 101478.88 0.4 "low_rain"
"153" "22092001_611" "2017-09-03" 5.70333333333333 287.51875 286.96875 96.525 198.416666666667 19.9 5.056861425 185.64795 0.62894853525 4.91350791666667 286.899445 286.28712875 96.1421505416666 291.828999324 100780.65 0.4 "low_rain"
"154" "22092001_254" "2016-09-11" 2.53291666666667 288.329583333333 285.065833333333 82.7041666666667 204.458333333333 0.4 2.43811623083333 215.323522916667 0.52560422675 1.81901486875 287.10761125 283.4771575 80.9540941666667 0.079891488665 101459.82 0.4 "low_rain"
"155" "22092001_696" "2017-11-27" 5.7175 280.635416666667 279.43375 92.3875 251 9.3 5.46498662916667 242.570002916667 4.76124568333333 2.42740808625 280.132742083333 278.517719166667 89.66053025 19.716419775 101589.72 5.6 "high_rain"
"156" "22092001_616" "2017-09-08" 5.48541666666667 286.933333333333 286.090833333333 94.7166666666667 254.666666666667 6.6 5.234290125 245.433820416667 4.494723925 2.23584035416667 287.394063333333 286.210809166667 92.6248175 59.875112052 100177.89 1.8 "low_rain"
"157" "22092001_452" "2017-03-28" 5.78583333333333 283.851666666667 281.164583333333 84.375 218.166666666667 0 5.39216378333333 207.844000833333 2.524566375 4.72975320416667 283.72405 281.18342 84.99615975 4.32658459115 101870.44 0 "no_rain"
"158" "22092001_324" "2016-11-20" 5.56375 281.975416666667 281.23875 95.1958333333333 216.458333333333 8.5 6.551686825 210.304573916667 3.51104714083333 4.48988367916667 282.48363375 280.579949166667 88.0081437916667 59.81186708 98148.79 14.7 "high_rain"
"159" "22092001_362" "2016-12-28" 3.40333333333333 275.774166666667 270.649583333333 70.2916666666667 143.666666666667 0 3.31694091666667 147.24082125 -1.69220303125 2.720203425 275.944925416667 271.195548333333 70.064552875 0 103635.49 0.2 "low_rain"
"160" "22092001_591" "2017-08-14" 2.63291666666667 290.8675 285.12 71.1958333333333 176.458333333333 0.2 2.58389746875 164.086026125 -0.365455033333333 1.18011088458333 289.791333333333 285.776595 78.6001275416667 0.0990379553 101300.44 0 "no_rain"
"161" "22092001_458" "2017-04-03" 3.03083333333333 282.920833333333 279.077083333333 79.3416666666667 200.541666666667 0.2 2.92342506875 188.313899 1.00875850708333 2.33411514583333 281.997448333333 278.3788725 79.7102180833333 0 102521.3 1 "low_rain"
"162" "22092001_597" "2017-08-20" 3.65 287.38125 284.011666666667 81.5791666666667 221.333333333333 0.2 2.6236795875 217.446099583333 1.57043722416667 2.02215096666667 288.01281 282.98752625 73.7893869583333 0.034088805 102493.95 0.2 "low_rain"
"163" "22092001_295" "2016-10-22" 3.23791666666667 281.40625 279.26 87.5041666666667 100.75 0.4 3.24259099166667 89.7992794166667 -3.1262042125 -0.00117913437499999 281.383198333333 278.491095416667 82.9126635833333 0 100929.83 14.9 "high_rain"
"164" "22092001_109" "2016-04-19" 4.91416666666667 281.297083333333 277.3975 78.0875 70.125 0 3.74772229166667 57.5132744166667 -3.11652162083333 -1.9376006325 281.093482916667 277.849636666667 81.311634 0 102322.45 0.8 "low_rain"
"165" "22092001_97" "2016-04-07" 5.13041666666667 278.3575 275.961666666667 85.1375 288.791666666667 5.4 4.18481432916667 292.356375416667 3.2154990125 -1.91066978125 278.6616075 275.929542083333 83.1993039583333 31.416395623 101537.7 2.2 "high_rain"
"166" "22092001_467" "2017-04-12" 3.225 282.06 278.24125 77.8583333333333 288.583333333333 0.2 2.40745043958333 291.4144033125 1.41628759458333 -1.75348531166667 281.92627125 278.566889166667 80.9080472083333 0 102237.195 0 "no_rain"
"167" "22092001_692" "2017-11-23" 5.20458333333333 283.080833333333 281.159583333333 88.3375 226.458333333333 12.7 6.29543431666667 226.3721525 4.053906885 3.82003219991667 283.672790416667 281.540726666667 86.9739289583333 82.3812512 99173.13 0.8 "low_rain"
"168" "22092001_319" "2016-11-15" 3.40416666666667 283.983333333333 283.717083333333 98.3916666666667 271.333333333333 0 3.18640262916667 265.269889166667 3.0365306875 0.1966041165 284.36705 283.928109583333 97.1593357916667 3.9301095799 102944.34 1 "low_rain"
"169" "22092001_66" "2016-03-07" 4.3475 276.194166666667 273.890833333333 85.9125 305.375 4.2 3.19245232625 234.594937883333 0.379750405041667 -3.02202680125 276.233273333333 274.21369125 87.344127 11.0116504302 100536.19 3.6 "high_rain"
"170" "22092001_72" "2016-03-13" 5.1275 278.00625 275.825416666667 86.8 42 0 4.07847769583333 41.4511784166667 -2.74618868416667 -2.9544779375 277.2019775 275.713600833333 90.6528657083333 1.8518314076 102891.164 0 "no_rain"
"171" "22092001_450" "2017-03-26" 3.56291666666667 281.8375 278.15125 79.3083333333333 94.3333333333333 0.2 3.0773625125 95.315343375 -2.19679085916667 0.441308919166666 282.347313333333 278.577304166667 78.6038766666667 0 101692.18 0 "no_rain"
"172" "22092001_503" "2017-05-18" 3.09541666666667 282.555 280.395416666667 86.8166666666667 311.875 6.5 2.8028173625 303.4703825 1.96751229166667 -1.63097957916667 282.724 280.445260416667 86.0147234166667 52.7666561737 101431.66 8.1 "high_rain"
"173" "22092001_74" "2016-03-15" 4.39583333333333 277.589166666667 274.559166666667 81.9958333333333 51.4583333333333 0.2 3.30606576666667 51.830185 -2.48014426 -1.95106275666667 277.299670416667 274.474922083333 82.6592545 0 102510.734 0.2 "low_rain"
"174" "22092001_30" "2016-01-31" 6.37416666666667 283.48375 282.904166666667 96.3125 256.833333333333 3.2 6.06405755833333 247.117470833333 5.49479933583333 1.99192811166667 283.1753025 282.895109583333 98.1544480833333 49.8973704051 101362.52 0.4 "low_rain"
"175" "22092001_165" "2016-06-14" 3.82625 285.08 283.52125 90.5041666666667 257.291666666667 6.6 3.72298154583333 231.197435195833 3.29729394666667 1.00902632458333 286.094335 282.848674166667 81.7994064166667 52.769121394 99981.65 4.2 "high_rain"
"176" "22092001_36" "2016-02-06" 9.425 281.445 279.835833333333 89.8666666666667 210.916666666667 16.5 9.0510443875 204.93233375 3.10404464041667 8.17294597083333 281.892231666667 280.065025416667 88.4958383333333 84.0766600384 99177 8.3 "high_rain"
"177" "22092001_491" "2017-05-06" 4.04041666666667 284.82875 283.5675 92.2375 240.333333333333 0.4 3.153632525 246.46099 1.375096375 -0.2081968325 284.85332875 283.635695416667 92.508555 157.5084438 100577.76 0 "no_rain"
"178" "22092001_339" "2016-12-05" 3.68458333333333 280.315416666667 279.065 92.0791666666667 159.916666666667 0.2 3.79980125416667 160.839587916667 -1.21065826708333 3.56071647916667 279.452300416667 278.585507916667 94.227758625 0.02238476 101844.23 0.4 "low_rain"
"179" "22092001_266" "2016-09-23" 2.53291666666667 287.575416666667 283.70875 79.8791666666666 198.416666666667 0.2 2.36268763125 187.66694775 0.330752674416667 1.35116442458333 287.61960625 283.57921875 78.7480819166667 0.01984311036 102293.44 0.6 "low_rain"
"180" "22092001_196" "2016-07-15" 2.04625 288.09 283.01625 74.3583333333333 178.458333333333 0 1.80626157916667 208.500119041667 0.2101734875 -0.978219110833333 287.865708333333 282.199274166667 70.8299988333333 0 102847.86 0 "no_rain"
"181" "22092001_173" "2016-06-22" 3.3325 291.750833333333 290.0925 90.975 147.625 1 2.68494624583333 132.04224775 -0.373865207916667 0.432092058333333 291.487590833333 290.245335416667 92.9667102083333 3.798051413 101647.82 2.6 "high_rain"
"182" "22092001_327" "2016-11-23" 4.76041666666667 280.008333333333 279.252916666667 95.0458333333333 131.458333333333 12.9 4.25128815 130.219508625 -1.83429695066667 -3.37996370666667 279.415147083333 278.51645 94.1251182916667 26.764210612 101030.78 0.8 "low_rain"
"183" "22092001_335" "2016-12-01" 2.95416666666667 278.550833333333 276.090416666667 85.2333333333333 121.458333333333 0.4 1.9909644375 141.461017208333 -0.823373963166667 1.62026261870833 276.596762083333 275.678708333333 93.7551620416667 0 102836.664 0 "no_rain"
"184" "22092001_115" "2016-04-25" 4.71041666666667 278.845 276.535 85.7375 279.416666666667 0.4 3.91805752083333 280.2392825 3.5593378375 -0.951704907916667 279.017117916667 276.635091666667 84.987915875 22.9740766025 101363.875 1.8 "low_rain"
"185" "22092001_308" "2016-11-04" 4.24125 280.911666666667 280.030833333333 94.1708333333333 248.75 5.6 3.22509555 244.61336375 1.81376192916667 1.47294409583333 280.80866125 279.942194583333 94.2457177083333 72.9686560473 100865.81 2.6 "high_rain"
"186" "22092001_183" "2016-07-02" 4.0925 285.70875 282.214583333333 80.225 259 0 3.81485515416667 254.2863925 3.5892275375 0.902628120833334 285.766389583333 282.48895875 81.1592802083333 14.13042151743 101732.305 1.2 "low_rain"
"187" "22092001_85" "2016-03-26" 7.91583333333333 281.78875 281.0925 95.4041666666667 211.041666666667 13.7 7.35448025416667 206.511900416667 2.87866008333333 6.39762802020833 282.046470416667 281.362697916667 95.4866707083333 71.470457113 100044.53 28 "high_rain"
"188" "22092001_250" "2016-09-07" 3.28291666666667 295.564166666667 286.496666666667 62.2958333333333 173.625 0.2 2.9077173125 160.516154583333 -0.924981668333333 2.26927579666667 294.696742083333 287.535102083333 67.3765807083333 0 101067.055 0 "no_rain"
"189" "22092001_569" "2017-07-23" 3.17333333333333 286.509583333333 285.5025 93.7291666666667 269.541666666667 7.3 3.19807236958333 250.24630625 2.44331223166667 0.453734716666667 286.408625 284.8350575 90.49548525 64.77645171027 101417.695 0.2 "low_rain"
"190" "22092001_617" "2017-09-09" 5.77125 285.725833333333 282.9 83.95 295.875 1.8 4.98895909166667 296.594537083333 4.33569103333333 -2.22719925708333 285.71144625 283.272979166667 85.50729925 14.534547691 100224.6 2.6 "high_rain"
"191" "22092001_151" "2016-05-31" 6.315 287.651666666667 282.606666666667 73.675 333.958333333333 0.2 5.14130498333333 335.38165875 1.92218564916667 -4.5681306375 287.581430416667 282.923495833333 75.08611675 1.1031736543 101804.71 2 "low_rain"
"192" "22092001_120" "2016-04-30" 4.64416666666667 279.457916666667 274.605833333333 72.9375 326.291666666667 0.2 4.07037680416667 334.410137916667 1.50128153541667 -3.6008828125 279.074615416667 275.001775416667 76.3471225 0.167268794 101693.555 0 "no_rain"
"193" "22092001_174" "2016-06-23" 2.80083333333333 287.821666666667 287.487083333333 97.8875 221.375 2.6 2.83345070416667 212.3061424875 0.728190937208333 -1.75199277333333 288.74322375 288.103162083333 96.0397334583333 118.9847286592 101494.54 0.4 "low_rain"
"194" "22092001_693" "2017-11-24" 2.68833333333333 278.951666666667 277.776666666667 92.4916666666667 231.125 0.8 2.33497179166667 243.895563054167 1.36622329691667 -0.195318295833333 278.848802083333 277.92241875 93.9756644166666 13.4760745176 100709.15 8.2 "high_rain"
"195" "22092001_218" "2016-08-06" 2.48708333333333 291.120833333333 288.635833333333 86.5791666666667 254.958333333333 0.2 2.17800455 276.12812125 1.86318481666667 -0.184208250666667 291.063345416667 287.727538333333 81.9685548333333 0.514770702 102745.79 0 "no_rain"
"196" "22092001_239" "2016-08-27" 3.67291666666667 292.389166666667 288.304166666667 79.525 172.833333333333 0 3.57505573541667 157.281377291667 1.10670117458333 1.7961934125 292.502659583333 288.210309166667 78.3918319166667 0 101359.21 0.6 "low_rain"
"197" "22092001_328" "2016-11-24" 7.50041666666667 282.910416666667 282.3075 96.0791666666667 47.125 0.8 5.8447760125 43.3267265 -4.00955385416667 -4.19855412083333 282.840851666667 282.471898333333 97.5638277083333 17.538430594 101139.734 0 "no_rain"
"198" "22092001_426" "2017-03-02" 4.23583333333333 279.332083333333 276.027083333333 80.2125 212.5 1 3.64828463333333 209.6682 1.29308775708333 2.76352541125 278.66820375 274.756936666667 76.7402475 0 100900.41 2.6 "high_rain"
"199" "22092001_596" "2017-08-19" 3.89791666666667 286.670416666667 282.613333333333 78.35 286.666666666667 0.2 3.39099315416667 287.291205833333 3.01324482083333 -0.901983915416667 287.353780833333 283.008823333333 76.6972043333333 1.709536704 102104.055 0.2 "low_rain"
"200" "22092001_681" "2017-11-12" 6.565 281.656666666667 279.095416666667 84.6 315.791666666667 3.8 6.28150777083333 312.849968333333 3.48707807916667 -3.7241260625 281.987144166667 279.067941666667 82.514764625 47.680154998 101380.195 0 "no_rain"
"201" "22092001_678" "2017-11-09" 3.17291666666667 281.130416666667 280.065833333333 93.1291666666667 275 0.6 2.97792480833333 299.051254166667 2.38294346666667 -1.50883221885 281.2946 280.341992916667 93.7917145 14.193689526 102661.31 0.2 "low_rain"
"202" "22092001_93" "2016-04-03" 4.54041666666667 281.195833333333 278.81125 85.8291666666667 174.458333333333 2.4 4.40470833333333 169.271314583333 -0.59042286675 4.2406879375 281.433919583333 278.852715416667 84.654912 6.77464249672 100067.58 4 "high_rain"
"203" "22092001_309" "2016-11-05" 3.63958333333333 279.166666666667 277.497083333333 89.1916666666667 274.666666666667 2.6 3.2182248125 262.081193775 1.693496785 -2.299850825 279.8603 278.209793333333 89.269316375 25.91044424 100689.08 4.6 "high_rain"
"205" "22092001_404" "2017-02-08" 3.95041666666667 277.710833333333 275.202916666667 84.45 320.916666666667 0.6 3.42349432833333 334.48654875 1.13851245458333 -3.13008253679167 277.67649375 276.00132875 89.1384507916667 0.7558237782 102298.87 0.2 "low_rain"
"206" "22092001_433" "2017-03-09" 3.68083333333333 283.700416666667 283.32 97.5666666666667 245.333333333333 1 2.8234925475 230.69985375 2.23845522675 1.51420414708333 283.746179583333 283.60327375 99.060383625 6.4863405491 102293.53 0.4 "low_rain"
"208" "22092001_401" "2017-02-05" 6.98041666666667 277.95875 276.6875 91.8125 277.291666666667 26.8 5.55902155416667 261.77679 1.59861882916667 -2.26604926666667 278.219615833333 276.502305 88.9891769166667 223.061145402 99133.5 3.2 "high_rain"
"209" "22092001_707" "2017-12-08" 5.17458333333333 276.37125 273.135833333333 79.8208333333333 300.5 2.8 4.88823811666667 304.47980375 3.66222080833333 -2.76442465445833 277.007259166667 273.851489583333 80.2254307083333 38.657603882 102048.47 10.7 "high_rain"
"210" "22092001_726" "2017-12-27" 8.30166666666667 276.345416666667 273.315833333333 81.1 301.416666666667 5.8 6.3004563 298.842924166667 4.45204749583333 -3.26181960958333 276.336554583333 273.736571666667 83.119582625 206.97245798 98467.234 0.4 "low_rain"
"211" "22092001_207" "2016-07-26" 2.04916666666667 288.5 285.199166666667 81.4708333333333 300.416666666667 0 2.12952254583333 303.563843333333 1.62536490625 -1.11545029958333 289.96789875 285.385424166667 75.958896375 0 102259.11 2.6 "high_rain"
"212" "22092001_42" "2016-02-12" 5.6925 278.972916666667 278.19 94.775 246.083333333333 9.7 5.06363065833333 240.780632083333 3.32640862 0.9409952905 278.6507775 277.524367916667 92.580052125 175.2839368 99048.44 16.3 "high_rain"
"213" "22092001_521" "2017-06-05" 6.765 284.963333333333 283.21875 89.675 213.25 16.7 6.45091993333333 205.673191666667 2.07695693416667 5.82672274708333 285.3941525 283.345437083333 88.0870641666667 111.767091191 99736.8 3.8 "high_rain"
"214" "22092001_522" "2017-06-06" 7.36083333333333 284.040833333333 280.234583333333 77.925 278.166666666667 3.8 6.90181675833333 272.9605575 6.820576525 -0.499011318541667 284.02849125 280.943420416667 81.6432121666667 160.6484161732 100160.43 0 "no_rain"
"215" "22092001_456" "2017-04-01" 4.95208333333333 282.068333333333 280.200833333333 88.4125 274.958333333333 1 3.96994780833333 263.800952083333 2.82424235416667 -0.00854159166666681 282.196037083333 280.044615416667 86.6990757083333 19.897745204 100984.92 0 "no_rain"
"216" "22092001_281" "2016-10-08" 2.50375 284.357916666667 281.085833333333 81.5166666666666 136 0.2 1.89255198458333 137.2265298125 -0.267523945416667 -1.59004211125 283.40545875 280.601173333333 83.7728270833334 1.121886372 102172.4 0.8 "low_rain"
"217" "22092001_647" "2017-10-09" 2.36416666666667 286.767916666667 285.76625 93.825 263.375 0.6 2.36418414166667 279.87297 2.19247789583333 -0.331327001125 286.156499166667 285.328398333333 94.7833914166666 6.15596411812 102148.875 0 "no_rain"
"218" "22092001_255" "2016-09-12" 3.85958333333333 292.308333333333 288.782916666667 81.5333333333334 193.458333333333 0.4 4.11386184166667 181.313462916667 0.0289067007845833 4.05735491666667 292.624477916667 287.947255833333 76.9511677916666 0 100848.81 7.7 "high_rain"
"220" "22092001_554" "2017-07-08" 2.83 290.96 287.032083333333 79.9166666666667 52.9166666666667 0 2.69774077916667 55.8091655833333 -1.11443440327917 -2.37685089166667 291.3853275 287.255053333333 78.76712675 0.10631965477 101779.73 0.2 "low_rain"
"221" "22092001_105" "2016-04-15" 6.21541666666667 282.264166666667 280.024166666667 86.0541666666667 243.291666666667 1 6.4392187625 234.304261666667 4.08098027083333 3.85966697666667 282.19083375 280.219193333333 87.5360768333333 55.0424089978 100180.29 0.4 "low_rain"
"222" "22092001_528" "2017-06-12" 2.59583333333333 285.6925 282.3375 81.2958333333333 218.25 0.2 3.12677156666667 252.216152916667 1.8806040325 -1.640562255625 286.792629583333 282.910184166667 78.83720675 0 102059.6 0.4 "low_rain"
"223" "22092001_265" "2016-09-22" 2.40166666666667 287.613333333333 284.09875 80.675 231.583333333333 0 1.84021847333333 230.066016458333 1.35454449625 0.874152242875 286.535053333333 283.31798625 82.5696410833334 0.012027208 101959.02 0.2 "low_rain"
"224" "22092001_23" "2016-01-24" 5.46625 284.788333333333 282.642083333333 87.7083333333334 188.5 0 5.61590614166667 187.402042916667 0.747020689083333 5.2711988625 284.08147625 282.212106666667 88.809486625 0.8412580721 102459.945 0 "no_rain"
"225" "22092001_518" "2017-06-02" 2.22291666666667 289.790833333333 285.697916666667 78.4083333333333 230.791666666667 0.2 1.98991302625 177.497927703333 -0.0236203269708333 -1.80119504666667 289.567300416667 285.904924583333 80.1129080833333 0 101631.38 1.6 "low_rain"
"226" "22092001_69" "2016-03-10" 5.64791666666667 278.140833333333 275.673333333333 84.4041666666667 330.708333333333 1.4 5.4046614125 151.552524989167 -0.139063120276183 -5.38809586666667 277.9746 276.419858333333 89.8674710416666 71.96394931 100983.3 0 "no_rain"
"227" "22092001_199" "2016-07-18" 3.6325 296.10375 290.05875 71.2833333333333 79.5 0 2.7640487375 73.6073600416667 -2.36398730583333 -0.31634931 295.766504166667 289.0979025 68.4137517083333 0 101640.79 0 "no_rain"
"228" "22092001_135" "2016-05-15" 1.93961111111111 284.095333333333 278.396333333333 69.8016666666667 144.461111111111 0.2 1.83189061416667 272.7692800125 0.643735366041667 -1.405218646875 281.92660875 277.764812916667 77.3339647083334 0 102361.94 0 "no_rain"
"229" "22092001_190" "2016-07-09" 4.76916666666667 289.999583333333 287.85625 87.7791666666667 223.125 0 4.39055475416667 218.313890416667 2.64611527916667 3.43981279583333 291.146889583333 287.84373875 82.0172773333334 0 101693.31 1.2 "low_rain"
"230" "22092001_107" "2016-04-17" 2.45097222222222 277.763055555556 273.732777777778 76.0833333333333 177.740740740741 0.4 2.57917596666667 242.517414204167 0.176139353333333 -2.26069451 278.078930833333 273.878804583333 75.4844967916667 5.115124385 101198.67 0 "no_rain"
